AF3,F7,F3,FC5,T7,P7,O1,02,P8,T8,FC6,F4,F8,AF4,label
4412.82,4112.82,4385.64,4232.31,4452.31,4754.87,4173.33,4727.69,4315.38,4348.72,4316.41,4393.85,4710.77,4464.62,0
4302.56,4013.85,4265.13,4121.03,4327.18,4614.36,4086.15,4610.26,4184.1,4214.36,4186.15,4274.36,4576.92,4346.15,0
4282.05,4016.92,4247.18,4121.54,4337.95,4617.44,4072.31,4611.79,4180.0,4205.64,4186.15,4261.03,4592.31,4341.54,0
4265.64,3973.85,4229.74,4110.77,4327.69,4607.69,4073.85,4610.26,4198.46,4225.13,4183.08,4262.56,4603.59,4347.69,1
4313.33,3954.36,4249.74,4107.69,4319.49,4603.59,4075.9,4614.36,4199.49,4249.23,4193.33,4291.79,4683.08,4405.64,1
4318.46,4020.51,4252.82,4127.69,4345.13,4630.77,4078.97,4608.72,4207.18,4261.03,4212.82,4294.87,4613.85,4395.9,0
4304.1,4059.49,4265.13,4124.1,4358.97,4629.23,4069.74,4603.08,4201.54,4227.69,4187.18,4270.26,4613.33,4345.13,0
4297.44,4020.0,4263.59,4131.28,4353.33,4624.1,4078.97,4625.13,4213.33,4233.85,4210.26,4278.46,4594.36,4366.67,0
4297.95,4040.51,4280.0,4155.9,4366.67,4646.67,4092.31,4646.15,4215.38,4223.08,4208.72,4287.18,4599.49,4351.79,0
4389.23,4092.82,4295.9,4156.41,4334.87,4598.97,4050.26,4603.59,4188.21,4196.92,4174.36,4290.26,4570.26,4407.18,1
4302.56,3992.31,4268.72,4138.97,4349.74,4625.64,4063.59,4611.79,4205.64,4229.74,4209.23,4284.1,4593.85,4350.77,0
4354.36,4017.95,4281.54,4134.36,4317.95,4599.49,4061.54,4620.0,4195.38,4234.87,4224.1,4292.82,4637.95,4420.51,1
4284.62,3968.72,4236.41,4108.72,4329.74,4616.41,4087.18,4612.82,4191.79,4222.05,4174.36,4270.77,4604.1,4363.59,1
4339.49,4011.28,4294.87,4138.97,4355.38,4633.85,4088.21,4613.85,4204.1,4248.21,4220.51,4301.54,4634.36,4390.26,1
4287.18,3973.85,4266.67,4104.62,4358.97,4634.87,4097.44,4634.36,4214.87,4240.0,4220.0,4286.67,4624.62,4382.05,1
4311.28,4001.54,4254.36,4121.03,4350.26,4630.77,4088.72,4615.9,4208.72,4255.9,4216.41,4287.69,4622.56,4382.56,1
4344.1,4047.69,4262.56,4119.49,4345.13,4625.13,4070.77,4598.46,4192.31,4224.62,4202.05,4282.56,4605.13,4391.79,0
4255.9,3979.49,4241.03,4096.92,4322.05,4592.31,4035.9,4599.49,4194.87,4219.49,4192.82,4257.44,4589.23,4324.1,1
4319.49,4018.97,4269.74,4111.28,4343.08,4608.72,4041.03,4599.49,4187.18,4223.59,4207.18,4271.28,4606.67,4358.46,1
4297.44,4041.03,4253.33,4120.51,4344.1,4624.62,4077.44,4599.49,4187.69,4200.0,4190.26,4262.05,4592.82,4345.13,0
4305.13,4004.62,4263.59,4124.1,4336.41,4584.1,4102.05,4602.05,4187.18,4222.56,4197.44,4287.18,4598.97,4354.87,0
4291.28,3994.36,4255.38,4104.62,4348.72,4633.33,4056.41,4612.82,4207.18,4226.67,4205.13,4265.13,4611.28,4348.72,0
4287.69,4019.49,4250.77,4107.18,4328.21,4604.1,4064.62,4614.36,4191.79,4217.44,4200.0,4261.54,4601.54,4347.69,0
4286.15,3960.51,4261.54,4099.49,4335.38,4625.64,4074.87,4624.62,4216.41,4230.77,4202.05,4275.38,4618.46,4358.46,0
4278.46,4016.41,4263.59,4107.69,4342.05,4615.38,4052.31,4613.33,4195.9,4230.77,4185.64,4260.51,4570.77,4338.97,1
4299.49,3972.31,4260.0,4102.05,4327.69,4614.87,4084.1,4630.77,4214.36,4248.21,4221.03,4292.82,4607.69,4382.05,1
4323.08,4028.72,4269.23,4128.72,4351.79,4624.1,4080.51,4611.28,4218.46,4261.54,4216.41,4291.79,4613.33,4391.79,0
4422.05,4084.62,4280.0,4165.64,4338.97,4615.38,4076.41,4596.41,4204.1,4244.1,4226.67,4305.64,4649.23,4470.26,0
4295.9,4002.56,4248.21,4118.97,4323.08,4591.79,4052.82,4575.9,4168.72,4194.36,4166.67,4255.9,4566.67,4346.15,1
4342.05,3976.41,4270.26,4102.05,4332.31,4624.62,4108.21,4634.87,4222.56,4245.13,4241.54,4320.0,4653.85,4404.62,1
4288.21,4008.21,4261.54,4109.74,4336.92,4614.36,4054.87,4610.77,4195.38,4230.26,4193.33,4266.67,4581.03,4362.56,1
4316.41,4020.0,4286.15,4124.62,4351.28,4616.41,4073.85,4608.21,4197.44,4243.08,4220.51,4302.05,4617.95,4379.49,0
4282.05,3988.21,4252.82,4120.0,4343.08,4615.38,4066.67,4611.79,4197.95,4229.23,4209.74,4274.36,4607.18,4340.0,0
4440.51,4074.36,4296.92,4149.23,4351.79,4637.44,4089.74,4602.56,4200.51,4265.13,4239.49,4314.87,4677.95,4477.95,0
4327.69,3985.13,4279.49,4112.82,4344.1,4625.64,4087.18,4609.74,4206.67,4257.44,4222.05,4289.74,4637.95,4398.46,1
4321.54,4019.49,4281.03,4135.9,4347.69,4623.59,4080.0,4623.59,4202.56,4234.36,4207.18,4285.13,4615.9,4380.51,1
4316.92,3989.23,4274.36,4134.36,4341.03,4614.87,4076.92,4593.33,4203.08,4240.0,4216.92,4295.38,4614.36,4373.85,0
4375.9,4085.13,4332.31,4189.74,4403.59,4702.05,4141.54,4683.59,4258.97,4300.0,4284.1,4351.28,4680.0,4433.85,0
4285.13,4025.64,4279.49,4140.51,4346.67,4634.36,4097.95,4631.79,4204.62,4211.79,4183.59,4286.67,4551.79,4346.15,1
4287.69,4018.97,4264.1,4129.23,4349.74,4625.13,4084.1,4608.72,4202.56,4221.03,4207.18,4271.28,4594.36,4366.67,0
4278.97,3987.69,4243.08,4109.23,4320.51,4602.56,4033.85,4580.0,4163.59,4195.38,4176.92,4265.64,4592.82,4329.23,1
4267.69,3947.69,4217.95,4084.62,4330.26,4601.54,4071.28,4608.72,4196.92,4224.62,4175.38,4250.77,4562.05,4321.54,1
4307.18,3994.36,4260.0,4120.51,4321.03,4610.26,4052.31,4617.44,4198.46,4210.26,4185.64,4271.28,4567.18,4358.46,1
4291.28,3988.21,4263.08,4091.28,4321.54,4606.15,4047.18,4607.18,4192.31,4227.18,4192.31,4273.33,4595.9,4358.97,1
4383.59,3994.87,4301.03,4138.97,4345.64,4623.08,4088.72,4612.82,4220.0,4272.82,4246.15,4319.49,4672.31,4452.31,1
4283.59,3982.05,4247.69,4121.03,4326.15,4615.38,4071.79,4602.05,4194.36,4217.44,4180.0,4269.74,4588.72,4351.79,0
4349.23,4052.82,4322.56,4171.79,4394.87,4672.82,4120.51,4643.08,4227.69,4267.69,4257.95,4319.49,4671.79,4427.18,1
4315.9,4034.36,4269.23,4135.9,4356.41,4618.46,4090.26,4614.87,4198.97,4228.21,4204.1,4269.74,4579.49,4366.67,1
4277.95,4005.64,4265.64,4124.1,4336.41,4623.59,4069.23,4596.92,4184.1,4226.67,4190.26,4270.26,4597.95,4332.31,0
4332.82,4017.95,4289.74,4151.79,4360.0,4637.95,4085.64,4624.1,4211.79,4240.51,4221.54,4297.95,4639.49,4382.05,1
4278.46,3980.0,4263.59,4107.18,4337.44,4623.59,4082.05,4630.77,4197.44,4226.15,4198.97,4281.03,4598.46,4346.15,0
4289.23,3973.85,4261.54,4104.1,4343.59,4618.46,4098.46,4621.54,4204.1,4217.95,4203.59,4269.23,4577.95,4358.97,1
4294.36,4044.1,4258.97,4136.41,4347.18,4625.13,4067.18,4597.44,4196.92,4208.21,4190.77,4265.64,4602.05,4342.56,0
4258.97,3979.49,4245.13,4106.67,4333.33,4634.87,4093.85,4630.77,4210.26,4231.79,4193.33,4273.33,4589.23,4334.36,0
4278.46,3978.97,4247.69,4089.74,4338.97,4619.49,4065.13,4627.69,4222.56,4238.46,4205.64,4271.28,4610.26,4347.18,0
4284.62,3998.46,4251.79,4085.13,4339.49,4623.08,4090.77,4633.33,4224.62,4240.0,4208.21,4280.51,4598.97,4350.77,0
4284.62,4000.51,4252.31,4101.03,4324.62,4601.54,4089.23,4607.18,4187.18,4214.36,4194.87,4273.33,4587.69,4359.49,1
4298.97,3992.82,4265.13,4116.41,4338.46,4616.41,4054.36,4595.9,4190.26,4220.0,4202.05,4268.21,4598.97,4355.38,0
4306.67,4012.82,4260.51,4130.26,4349.23,4633.85,4069.74,4618.46,4202.56,4230.26,4209.23,4264.1,4590.26,4345.64,0
4293.85,4002.05,4265.64,4134.36,4339.49,4614.87,4041.03,4603.59,4181.03,4224.1,4195.38,4277.44,4579.49,4344.62,1
4277.44,4023.08,4255.9,4108.21,4343.08,4613.33,4093.85,4617.44,4207.18,4228.21,4208.72,4278.97,4614.87,4338.97,1
4267.69,3973.33,4247.69,4102.56,4317.44,4597.95,4053.85,4598.46,4166.67,4205.13,4188.21,4261.03,4572.31,4334.36,1
4296.92,4000.0,4263.08,4106.15,4329.23,4600.0,4085.13,4607.18,4190.26,4215.38,4198.97,4282.05,4590.26,4368.21,1
4342.05,4071.28,4293.85,4151.28,4346.15,4625.13,4120.0,4622.05,4218.46,4229.23,4207.69,4302.05,4593.85,4383.59,1
4319.49,3981.54,4278.46,4105.13,4346.15,4624.1,4105.64,4623.08,4204.1,4239.49,4225.64,4295.38,4622.05,4392.31,1
4322.56,4049.23,4264.62,4127.69,4365.13,4634.87,4121.03,4625.64,4221.54,4250.77,4236.92,4298.97,4638.46,4376.92,1
4297.44,4000.0,4265.13,4130.77,4332.31,4608.72,4039.49,4591.79,4178.46,4219.49,4161.54,4266.67,4595.38,4352.82,0
4402.05,4078.46,4334.36,4201.54,4402.05,4669.74,4131.79,4676.92,4262.56,4288.21,4229.74,4334.36,4646.15,4426.67,1
4283.08,3994.36,4260.0,4114.87,4334.87,4611.79,4042.05,4589.74,4175.38,4214.36,4187.18,4257.44,4596.41,4328.72,1
4277.95,4006.67,4247.18,4121.03,4330.26,4612.31,4074.36,4600.0,4198.46,4235.38,4185.13,4252.82,4583.08,4322.56,1
4311.79,4012.31,4267.18,4124.1,4329.74,4619.49,4064.1,4622.56,4215.38,4237.95,4208.21,4288.21,4628.21,4376.92,1
4267.69,3978.97,4246.67,4088.21,4331.28,4614.36,4067.18,4609.74,4196.41,4215.38,4193.33,4260.51,4591.79,4330.26,0
4311.79,4007.18,4250.77,4125.13,4336.41,4587.18,4087.69,4634.36,4209.23,4232.31,4197.44,4262.05,4615.38,4381.03,0
4301.54,3963.08,4245.13,4094.87,4332.82,4600.0,4067.69,4600.0,4181.03,4231.79,4198.97,4267.69,4602.56,4353.85,1
4298.46,4001.54,4262.56,4123.08,4335.9,4621.03,4070.77,4625.64,4214.36,4235.9,4217.95,4273.33,4608.72,4362.05,1
4302.05,4000.51,4244.62,4108.72,4318.46,4594.87,4055.9,4595.38,4183.59,4212.82,4177.95,4263.59,4592.82,4358.97,1
4401.54,4091.28,4293.85,4152.31,4329.23,4602.05,4048.21,4587.18,4171.28,4191.28,4173.33,4286.15,4570.26,4413.85,1
4313.33,4006.67,4265.64,4116.41,4335.9,4609.74,4060.51,4612.82,4205.64,4235.9,4212.31,4282.56,4617.95,4380.51,1
4277.95,3972.31,4260.51,4114.36,4330.26,4616.92,4047.69,4617.44,4203.59,4229.23,4200.51,4265.13,4589.23,4348.72,0
4278.97,4013.85,4262.56,4107.18,4320.51,4617.95,4085.13,4600.0,4185.13,4213.33,4180.0,4271.79,4570.26,4347.69,0
4296.41,3992.31,4246.67,4110.26,4327.69,4627.69,4066.15,4618.46,4207.69,4240.51,4221.54,4279.49,4626.67,4364.62,0
4305.64,4012.82,4271.28,4117.95,4342.56,4617.95,4052.82,4631.28,4219.49,4256.41,4215.9,4289.23,4622.56,4372.31,1
4311.79,4016.41,4277.44,4137.44,4341.54,4618.97,4073.33,4627.18,4215.9,4234.87,4204.1,4282.05,4607.18,4368.72,1
4405.13,4091.79,4365.64,4213.33,4441.03,4728.72,4152.82,4709.74,4296.41,4342.05,4316.92,4381.54,4708.72,4460.51,0
4316.92,3968.21,4253.33,4132.82,4324.1,4615.38,4069.74,4604.62,4192.82,4225.64,4165.64,4272.31,4613.33,4382.56,1
4271.79,4031.79,4244.1,4121.03,4333.33,4603.08,4068.72,4613.85,4182.56,4196.92,4172.82,4248.72,4563.08,4323.59,0
4393.85,4063.59,4302.05,4167.69,4352.31,4617.44,4069.23,4584.1,4163.08,4209.74,4211.79,4303.08,4642.05,4425.64,1
4277.44,4007.18,4262.05,4136.92,4344.62,4608.21,4064.1,4613.33,4198.46,4222.05,4201.54,4276.41,4596.41,4342.56,0
4407.69,4047.18,4277.95,4125.13,4323.08,4604.1,4055.9,4610.26,4194.36,4237.44,4238.97,4303.08,4674.87,4472.31,1
4226.67,3992.31,4230.26,4090.77,4342.05,4618.46,4055.38,4612.31,4179.49,4212.82,4167.18,4245.13,4537.95,4274.87,0
4293.33,4003.59,4248.72,4107.69,4323.59,4589.74,4079.49,4617.44,4209.23,4227.69,4192.82,4275.9,4598.46,4357.95,0
4274.36,3999.49,4244.62,4106.15,4326.67,4611.28,4056.92,4617.95,4201.54,4228.21,4204.1,4267.69,4609.23,4341.54,0
4270.26,3964.1,4245.64,4093.85,4324.1,4609.23,4061.03,4637.95,4223.59,4240.51,4198.46,4274.87,4585.13,4335.9,1
4318.46,4025.13,4295.38,4166.67,4374.87,4648.72,4096.41,4635.9,4218.46,4237.95,4203.59,4296.92,4623.08,4377.95,1
4309.23,4007.18,4263.08,4110.77,4343.59,4613.33,4046.67,4611.79,4198.97,4233.33,4210.26,4283.59,4611.79,4360.0,1
4311.79,3997.95,4264.1,4107.18,4330.77,4614.36,4054.87,4598.46,4192.82,4231.79,4212.82,4278.46,4606.15,4366.15,0
4283.08,3941.03,4250.77,4107.69,4339.49,4631.28,4063.59,4612.31,4204.1,4234.36,4204.1,4267.18,4592.31,4340.0,0
4376.92,4047.69,4322.05,4186.67,4390.77,4661.03,4122.56,4668.21,4252.82,4264.62,4204.62,4323.59,4612.31,4403.59,1
4285.13,4002.05,4257.44,4115.9,4344.1,4609.23,4052.31,4603.59,4172.31,4216.41,4182.56,4267.18,4584.1,4346.15,1
4301.54,4006.67,4273.33,4136.41,4342.56,4630.26,4053.85,4618.97,4202.05,4246.67,4215.38,4286.15,4619.49,4366.15,1
4288.21,4040.0,4256.92,4130.77,4338.46,4622.56,4078.97,4611.79,4204.62,4220.0,4195.9,4270.26,4609.74,4344.1,0
4317.95,4014.87,4278.97,4120.0,4339.49,4620.51,4062.56,4612.31,4195.38,4218.97,4202.05,4275.38,4603.08,4363.59,1
4279.49,3988.72,4254.87,4105.13,4331.79,4593.33,4038.46,4597.44,4187.18,4231.28,4194.87,4256.41,4590.26,4343.59,0
4274.87,4049.74,4262.56,4165.64,4369.23,4635.9,4074.87,4627.18,4180.51,4210.26,4178.97,4256.41,4560.51,4297.44,0
4307.18,4007.18,4269.74,4118.97,4356.92,4625.64,4097.95,4625.13,4212.31,4245.13,4225.13,4287.18,4628.21,4385.13,1
4462.05,4136.92,4300.51,4168.21,4326.67,4585.64,4067.18,4598.46,4182.56,4213.85,4207.69,4303.08,4641.03,4478.97,0
4297.95,3975.38,4259.49,4122.56,4333.85,4616.41,4083.59,4604.1,4203.08,4229.74,4203.08,4283.08,4605.13,4354.87,0
4311.79,4001.03,4280.51,4139.49,4324.1,4603.59,4060.0,4616.41,4189.74,4217.95,4189.23,4286.15,4602.56,4369.23,1
4249.23,4008.21,4234.87,4114.36,4336.41,4587.69,4038.46,4603.08,4168.72,4216.92,4181.54,4251.28,4558.46,4311.79,0
4312.31,4005.64,4279.49,4140.0,4354.87,4634.36,4080.51,4637.95,4201.54,4247.69,4221.03,4294.87,4631.79,4370.77,0
4296.92,3996.92,4260.51,4120.51,4337.44,4627.69,4085.64,4616.92,4210.77,4233.85,4187.69,4281.54,4580.51,4343.08,0
4300.0,4010.26,4260.0,4128.72,4325.64,4587.69,4052.31,4582.56,4171.28,4195.9,4178.97,4265.13,4581.54,4360.51,1
4280.51,3993.33,4262.56,4106.15,4335.38,4617.44,4072.31,4627.69,4196.92,4218.46,4197.95,4276.41,4585.13,4349.74,0
4275.9,3991.79,4251.79,4112.31,4328.21,4614.87,4042.05,4613.33,4196.41,4218.97,4179.49,4258.97,4594.87,4335.9,0
4317.95,4008.21,4266.15,4114.87,4337.44,4620.0,4066.67,4622.05,4220.51,4247.69,4218.97,4286.67,4620.0,4378.97,1
4312.82,4004.1,4275.9,4135.38,4326.15,4611.28,4066.67,4622.56,4203.08,4224.62,4195.38,4283.59,4613.33,4373.33,1
4243.59,4011.79,4262.05,4138.46,4336.92,4616.92,4066.15,4605.64,4186.67,4198.46,4137.95,4251.28,4501.03,4268.72,0
4344.62,3991.79,4263.59,4137.44,4316.92,4601.54,4073.85,4589.74,4181.03,4218.46,4171.79,4290.77,4623.08,4410.26,1
4284.1,3992.82,4262.56,4098.46,4332.31,4620.0,4055.38,4620.0,4200.51,4239.49,4156.92,4253.85,4589.23,4337.44,0
4330.77,3990.26,4287.18,4121.03,4340.0,4614.87,4089.74,4610.77,4204.62,4252.31,4219.49,4304.62,4626.15,4393.33,1
4298.46,3998.46,4251.28,4123.08,4348.21,4631.28,4064.62,4620.0,4218.46,4237.44,4205.64,4268.21,4590.77,4348.72,0
4272.31,4018.46,4255.9,4129.23,4347.69,4631.28,4069.74,4604.62,4188.72,4235.9,4194.87,4268.21,4597.44,4326.67,0
4289.23,3997.44,4268.21,4138.97,4356.92,4627.18,4078.97,4634.87,4206.15,4238.46,4203.08,4274.87,4606.15,4343.08,0
4283.08,4071.79,4275.38,4170.77,4376.41,4644.62,4088.72,4657.95,4206.15,4223.08,4182.56,4266.67,4558.97,4306.15,0
4302.05,3991.79,4264.1,4124.1,4334.87,4626.15,4083.59,4610.26,4203.59,4229.74,4206.15,4278.97,4612.82,4354.36,0
4310.77,4004.62,4274.87,4135.9,4339.49,4610.26,4057.44,4626.67,4204.1,4235.9,4201.54,4277.44,4617.44,4370.77,1
4303.59,4005.64,4266.15,4137.95,4344.1,4627.18,4063.59,4609.23,4198.46,4233.85,4216.92,4271.79,4595.9,4351.79,0
4305.13,4021.03,4270.77,4132.31,4337.95,4616.92,4084.1,4618.46,4208.72,4253.85,4209.23,4279.49,4617.44,4365.64,1
4301.54,4005.64,4251.28,4134.87,4345.13,4606.15,4088.21,4617.95,4207.18,4216.92,4192.31,4269.74,4603.59,4353.85,0
4292.82,4016.92,4251.79,4108.72,4347.69,4619.49,4110.77,4633.85,4219.49,4238.46,4201.03,4286.67,4626.67,4345.13,1
4337.44,4040.0,4322.56,4156.92,4365.64,4652.31,4102.05,4655.9,4231.28,4259.49,4231.28,4304.1,4627.18,4387.69,0
4303.08,4055.38,4265.64,4123.59,4344.62,4617.44,4065.13,4606.15,4194.87,4225.64,4193.33,4280.0,4603.08,4357.95,0
4314.87,4021.03,4283.59,4138.46,4347.18,4635.38,4072.31,4630.26,4222.05,4246.15,4207.69,4283.08,4607.69,4369.23,1
4314.36,4022.05,4286.15,4138.46,4354.87,4636.92,4090.77,4633.85,4206.15,4239.49,4210.77,4289.74,4613.85,4375.38,0
4294.36,4055.9,4265.13,4133.85,4354.36,4633.33,4077.95,4607.69,4214.36,4231.28,4198.46,4274.36,4611.28,4351.28,0
4299.49,4007.69,4265.64,4110.26,4341.03,4617.44,4048.72,4610.26,4196.41,4241.03,4182.05,4268.72,4608.72,4370.26,0
4290.26,4005.13,4255.38,4127.69,4333.33,4603.08,4068.21,4603.08,4200.0,4224.62,4199.49,4274.36,4602.56,4355.38,0
4302.56,4057.95,4263.59,4125.64,4345.13,4622.56,4075.38,4605.64,4198.97,4220.0,4201.03,4270.26,4610.77,4349.23,0
4278.46,3996.41,4252.31,4111.28,4343.59,4605.64,4073.85,4612.82,4203.59,4230.77,4200.51,4280.0,4615.9,4355.38,1
4289.74,3995.9,4277.95,4107.18,4347.69,4634.87,4098.97,4639.49,4224.62,4249.23,4215.38,4297.95,4599.49,4355.38,0
4310.26,4032.31,4264.1,4115.38,4349.74,4628.21,4119.49,4620.51,4209.23,4232.31,4223.08,4284.62,4619.49,4363.08,1
4272.82,3962.56,4254.87,4114.87,4326.67,4603.59,4040.0,4603.59,4186.67,4215.38,4197.44,4254.36,4584.1,4336.41,0
4292.31,3986.67,4255.38,4105.64,4324.62,4622.56,4080.51,4609.23,4194.36,4235.9,4201.03,4281.54,4594.36,4368.21,0
4355.38,3984.62,4279.49,4115.9,4329.23,4614.36,4089.23,4634.36,4216.92,4235.38,4246.15,4325.13,4675.9,4429.74,1
4294.36,3974.36,4261.03,4106.67,4358.97,4637.44,4087.69,4640.51,4205.64,4246.67,4221.54,4286.15,4635.38,4384.1,1
4292.31,4016.92,4264.62,4131.28,4321.03,4616.41,4069.74,4603.59,4181.03,4223.08,4188.21,4277.95,4595.9,4346.67,0
4311.28,4016.92,4280.0,4124.62,4332.31,4607.69,4048.72,4597.95,4185.64,4217.95,4203.59,4280.0,4601.54,4376.92,0
4278.97,3995.9,4242.05,4109.74,4327.69,4602.05,4043.59,4597.44,4189.23,4223.59,4191.79,4262.56,4615.9,4334.87,1
4298.46,4001.54,4268.72,4122.56,4332.82,4614.87,4056.92,4620.51,4205.64,4243.59,4187.69,4284.1,4605.13,4372.31,0
4250.77,3989.23,4241.03,4114.36,4344.1,4614.36,4061.54,4604.1,4184.62,4220.0,4189.74,4248.21,4582.56,4315.38,0
4394.87,4020.51,4304.62,4129.74,4353.33,4631.28,4086.67,4635.9,4214.36,4265.13,4267.69,4330.77,4737.44,4493.85,1
4297.95,3991.79,4250.77,4107.69,4342.56,4621.03,4061.54,4609.74,4206.15,4242.56,4216.92,4272.31,4615.9,4362.56,0
4382.05,4011.79,4260.0,4124.62,4313.85,4603.59,4070.26,4600.51,4196.92,4246.15,4207.69,4304.62,4714.87,4472.31,1
4250.26,4010.26,4213.85,4108.21,4344.62,4604.62,4057.44,4603.08,4170.26,4210.26,4174.87,4248.72,4551.79,4296.92,0
4289.23,4027.69,4268.21,4140.0,4348.21,4630.77,4086.67,4623.08,4213.85,4253.33,4211.28,4279.49,4610.77,4348.21,1
4277.44,3986.15,4246.15,4090.26,4344.1,4636.92,4081.03,4623.59,4224.1,4246.15,4210.77,4269.74,4613.33,4348.72,0
4274.36,4021.54,4247.18,4106.15,4336.41,4618.97,4047.18,4612.31,4214.36,4240.51,4198.97,4267.18,4613.85,4331.79,1
4288.72,4018.46,4267.69,4131.79,4338.97,4629.23,4086.15,4616.41,4191.79,4221.03,4196.41,4270.77,4590.26,4336.92,1
4340.51,3921.54,4253.85,4064.62,4313.33,4596.92,4105.13,4646.67,4239.49,4275.38,4290.26,4326.67,4745.13,4453.85,1
4270.26,3974.36,4247.69,4096.41,4331.79,4612.31,4060.0,4609.74,4192.82,4229.23,4196.92,4272.82,4599.49,4346.67,1
4284.1,4011.28,4253.33,4120.0,4326.67,4616.41,4069.23,4601.03,4186.15,4223.08,4194.36,4275.38,4593.33,4340.51,0
4304.1,4012.31,4267.69,4115.9,4334.36,4616.92,4094.87,4633.33,4216.92,4229.74,4210.26,4285.13,4604.1,4374.87,1
4277.44,4009.23,4258.97,4138.97,4354.87,4621.03,4067.69,4610.26,4192.31,4229.23,4200.51,4269.23,4616.41,4341.54,0
4283.59,4025.13,4263.08,4128.21,4340.51,4616.92,4041.03,4606.67,4196.41,4227.18,4201.03,4277.95,4625.13,4343.59,1
4308.72,4000.0,4263.08,4126.67,4343.08,4629.74,4061.54,4616.41,4206.67,4249.23,4225.13,4277.95,4616.92,4366.67,0
4389.74,4075.9,4352.31,4210.77,4435.38,4704.1,4153.33,4688.21,4272.82,4312.31,4295.38,4356.92,4711.28,4462.05,1
4272.31,3999.49,4252.82,4106.67,4336.92,4618.46,4075.38,4608.72,4192.31,4213.33,4193.85,4268.72,4580.0,4323.08,0
4296.41,4014.36,4257.95,4125.13,4340.0,4616.41,4073.33,4587.18,4196.41,4231.28,4195.9,4267.18,4603.08,4344.1,1
4283.08,3981.03,4252.82,4121.54,4342.56,4626.15,4072.31,4619.49,4200.51,4226.15,4195.9,4260.51,4601.03,4351.79,0
4298.97,3992.82,4262.05,4103.08,4328.72,4620.51,4057.44,4617.44,4215.9,4251.28,4215.9,4268.21,4604.62,4362.05,0
4424.1,4092.82,4291.79,4165.64,4339.49,4615.38,4060.51,4596.92,4186.15,4216.41,4216.92,4298.46,4654.36,4461.03,0
4295.38,3997.44,4261.54,4127.69,4338.97,4616.92,4056.41,4615.38,4189.23,4222.05,4184.62,4264.62,4601.54,4348.21,1
4311.79,4041.03,4260.51,4128.21,4357.44,4631.28,4110.26,4629.23,4227.69,4234.36,4217.95,4279.49,4618.46,4367.18,1
4272.82,3955.9,4261.54,4106.67,4323.08,4611.28,4057.44,4598.46,4198.46,4213.33,4181.03,4272.82,4591.28,4329.74,1
4354.36,4054.36,4329.74,4152.82,4372.82,4664.62,4108.72,4657.44,4240.0,4271.79,4253.33,4309.74,4657.44,4416.41,0
4290.26,4014.87,4251.28,4113.85,4331.28,4615.38,4044.1,4616.92,4197.95,4231.79,4212.82,4266.67,4621.54,4351.79,1
4288.21,3999.49,4269.23,4119.49,4329.74,4610.77,4058.46,4609.74,4188.21,4221.03,4203.08,4275.38,4593.33,4353.85,1
4280.0,3986.15,4253.33,4108.21,4326.67,4612.82,4055.9,4608.21,4193.33,4225.13,4178.97,4271.28,4588.21,4353.85,0
4310.26,4021.03,4260.0,4128.21,4342.56,4632.82,4083.08,4614.87,4212.82,4251.79,4212.31,4289.74,4612.31,4382.05,0
4300.51,4010.77,4251.28,4126.15,4340.0,4581.54,4087.69,4589.23,4176.92,4213.85,4187.69,4267.69,4592.82,4350.26,0
4269.23,4003.08,4255.38,4121.54,4347.69,4624.62,4075.38,4612.82,4191.79,4222.56,4192.82,4261.03,4596.92,4332.31,0
4277.44,4008.21,4234.36,4103.08,4327.69,4606.15,4068.21,4621.54,4192.31,4208.72,4191.79,4251.79,4592.82,4329.74,0
4282.05,3998.46,4238.46,4094.87,4342.05,4618.46,4060.0,4614.36,4196.92,4237.44,4198.97,4260.0,4590.77,4351.79,1
4293.33,4021.54,4252.82,4114.36,4348.72,4619.49,4077.95,4605.64,4191.79,4226.67,4205.13,4254.36,4592.31,4359.49,1
4294.36,3989.74,4262.05,4109.23,4335.9,4615.38,4059.49,4595.38,4189.23,4223.59,4204.62,4273.33,4598.97,4356.92,0
4292.82,3957.95,4241.03,4092.82,4334.36,4602.05,4071.79,4600.51,4186.67,4231.28,4190.26,4267.18,4590.77,4350.77,1
4306.67,4014.36,4265.64,4124.1,4347.69,4637.95,4072.82,4625.64,4219.49,4239.49,4216.92,4276.92,4603.59,4358.46,0
4311.28,4037.95,4278.46,4152.82,4366.15,4645.13,4098.97,4674.36,4220.0,4241.54,4223.59,4293.33,4622.56,4362.05,0
4292.82,4012.82,4261.03,4116.92,4334.87,4615.9,4055.38,4611.79,4187.69,4225.64,4195.38,4267.18,4583.08,4362.05,1
4302.56,4020.0,4260.51,4124.62,4344.1,4576.92,4085.64,4610.77,4193.85,4226.67,4197.44,4282.56,4596.92,4351.79,0
4264.1,4034.36,4243.59,4117.44,4340.51,4612.31,4064.62,4598.46,4174.87,4209.23,4180.51,4246.67,4583.59,4324.1,0
4363.59,4052.31,4358.97,4155.9,4372.31,4672.31,4115.38,4654.87,4235.38,4281.03,4267.18,4330.26,4673.85,4416.41,0
4284.1,4001.03,4264.62,4116.92,4335.9,4607.69,4077.95,4615.9,4207.69,4231.79,4207.18,4278.46,4600.0,4363.59,1
